cleaned_text,label
کتابی خوندمش برام جذابه میگن معنی نداره قطعا نفهمیدن دلیل معنی پیشنهاد دیگه مطالعه کنن اگه متوجه نشدن روح سیروس شمیسا میتونه کمک فهم,1
منتقد ادبی صاحب سبک هستن شکم قهر تازه حرف زدن یاد میاد اظهار بهانه بیاید وقت بگذرونید بحث گفتوگو,1
کتابی,1
هرچقدر تعریف کمه شاهکار هدایته,1
گیرا جذاب,1
مبهم نمیدونم وضع روحی مغز تراوش سبک کافکا درکرانه سورئال بنظر,1
نصف بیشتروخوندم سیم مغز سوخت بعداز انتها بعدتواینترنت سرچ خلاصه داستانو نظرم درد خانه نمیخوره,0
شیرزاد جمالزاده پدر نویس ایران احمد محمود گمان جمالزاده دان دنبال مغلق گوی گذار زبان کوچه بازار طبع جمالزاده آغازگر حامی قدر داستانویسی ایران بسا جمالزاده توان پیشرفت گفتگو احمد محمود روزنامه اعتماد سال,1
بنظر خوندنیه قشنگیه اگه مشکل اسلحه شقیق نذاشته نخونه,1
خوبه نگاهتو عوض,1
همینقدر بگم دیگه کتابی نمیخونم,0
جزئیات دستت بیاد تصویر موقعیت نوجوان توصیه,0
ظاهرا یادداشت انسان روان پریش نشون میده اونقدر قلم فهم ازنظر عقلی مشکل نداشته بخصوص آخر متوجه قضیه قراره میتونه برداشتی راضی,1
ارتباط برقرار سخته,0
اصصلا نخونید منفیه,0
گنگ گیج خسته,0
هاست اگه سانسور لذت,1
نیومد جمله تکراری,0
ادبیات بالاس سنم کمتر مطالعه لذت عمه آدم مذهبی بهم اجازه عقیده افسر خوان عمه فرهنگ شصت حرف بزرگتر حرف درست میگه معرکه آدم بتونه اینقدر قدرت قشنگ توصیف,1
ادبیات نیومد سلیقه فرق ونمیشه هنری فهم کوب شخصه بهره نظرم ادبیات خونده وتو زمینه تحصیلات دانشگاهی براش جالب حالت عمومی,0
خسته توصیفات زائد خسته دوستانی شاهکار ادبی میدونن نویینده گمنام نورد بهش توهین میکردن بنظر ارزش وقت گذار نداره,0
وقت مسجد صدای اذان وضو انداختن دولا راست مقابل قادر متعال صاحب اختیار مطلق زبان عربی اختلاط تأثیر,1
مزخرف مضمون پوچ پوچ درعین قلم تخیل قوی اخه ظاهرا معتاد مواد مصرف دست قلم ارزش نداره,0
باری بخون اینجوریه گذر وقت یهو قسمت میاد ذهن تیکه فهم شاهکار,1
پدربزرگ میگه زمان کسا خودکشی راست دروغ دونم,1
سال داستانی سبک سورئال سبکی هنوزه ایران خال نشاندهنده نبوغ ادبی هدایته اگرچه همگی درونمایه ناامیدکننده دارن مزاج خیلیا خوش نیاد کمتر رمانی انقدر تاثیرگذار,1
اکثر قریب اتفاق آثار عنصر اصلی جنایت سکس اینها بیمار افسرده زند بیماری عاقبت خودکشی پوج خاتمه گرچه قلمی قوی,0
مگه اثار,1
گنگ نامفهوم محتوا خاصی توهماتو تخیلات آدم بلاتکلیف اینقدر معروف,0
توی عمرم پیچیده,1
سلام درک درک دقیقا آتش سوز فهم اونی میسوزه حسی خان روح شاد یادت گرامی,1
اونایی پروفایل عجیب سیاسی مذهبی میگن چقدر منزجر هستن حتم خوان دوستان پروفایل حضرت آقا,1
سیزده درد مشترک ایرانیان نویس اکثر ران تفکر ترج شرا منافع شخص منافع ترج طناب مفت حاضر بزن بدب خوش تما نواقص رفع انها اقدام کار اظهار فضل گفتن دان شرم کلمه کار غالبا مهارت دانش ترج شتر گذشته نده فراموش دوراند برنامه عاجز روزمرگ عقب افتادگ مان گردن گران توطیه انها انداز برا جبران قدم دایما گران خودمان عمل اخر آخر,1
محتوا فضای ناامیدی مطلق,0
فوقالعادس,1
فهمیدن کتابا آدمشو میطلبه سری چیزارو میطلبه فهم معمولا آدم عادی نمیتونن بفهمن ازش بیارن معلومه بقیه نمیفهمن,1
العاده چندبار بخونید بتونید اصل دریافت میاد فصیل رذیلت اخلاقی قالب نماد داستانی اورده سنگینیه پیشنهاد چندبار بخونید خودم آماده میشم مقدار خشن شاهکار زیباست,1
توجه منتقدین فرما ضعیف عرض سبک نگارش دنیای ادبیات کهکشان نظیره ضعیف ادبیات عام نداره متوجه سمبولیسم قلمدان هرچیز نماد حقیقت نقد بخون تازه متوجه دنیای شگفت شاهکار میشین جالبه گفتن ضعیف فرمای گنگ نامفهوم کارش درسته عرض نماد درک اشراف متن بگم هزاردرصد اشتباه,0
لذت آدم خواندن علاقه مند,1
مفهوم واقعی تاریکی پوچ درک میتون معنی اصلی کتابو فهم اونموقع حروف معنی خاصی برات میکنن شاهکار,1
زیباست یکم گمراه کنندست دقت بالایی کتابو پیشنهاد مراقب تاثیر قرار ژانر دیونه ناراحت کنندس,1
خودمو جایگاه بخوام آثار بدم خلاصه میگ معرکه,1
فهم تفسیر روح حتما مطالعه موقع متوجه میشین قرن شاهکاره شاهکار بینظیر,1
زمینه ادبیات کلامی نمایشی ایران قصه روان شناختی آشنا مهارت چیرگی خلق قصه موفق شهادت آثار گزارش فرزانه آشنایی کتابها مقالات انتشار پیرامون روانکاوی بخصوص فروید پیشگامان تحلیل روانی خوان همزمان انتشار فاصله سالی چاپ آثار ادبیات الهام روانپزشک پویا روانکاوی آگاهی آشنا سوررئالیسم آشکارا اساس مانیفست اصول روانکاوی فروید پیروی شناس شگف جهت بندر زمان اندیشمندی حوزه ادبیات کشور خور حوزه کار روزآمد آگاهی عمیق گستر توان دانش نظری زمینه استادانه کار آثار برجسته جهانی ادبیات مدرن آور قطع قصه قصه نویس مدرن همتاست زمینه علمی فرنگ رفته چهارچوب محدودی دانش نظری روزآمد آشنا هرگز زمینه تحقیق ابداع توان کار ارائه حوزه هنر ادبیات نیما یوشیج شعر تحول آور حرکت نیما زمینه فرم تکنیک دانش عمیق گسترده روزآمد ادبیات حوزه وابسته مقایسه پذیر حوزه روانکاوی انسانشناسی فرهنگ موضوع شگفت انگیز تأسف گرچه تلاش سبک تقلید گذشته جدا هنر ادبیات روان شناس روانکاوی مشکل ادبیات داستانی شعر تئاتر سینما هنر تجسم نقاشی مجسمه معماری نگرانه روان شناختی مؤلفین هنر ادبیات روانکاوی حوزه عنوان مهمترین ابزار کار استفاده دست اندرکاران هنر ادبیات کشور روانکاوی آشنایی آشنائی اندک گاهی دست شکسته بکار وجه ذهن فعالیت حوزه آگاهی درگیر نتیجه آثار ادبی هنری بندر توان فرآورده ادبی هنری پیشرفته دنیا همسنگ گهگاه نام آوران هنر معاصر ایران اساس شنیده نادرست نظریه فروید ترجمه نارسا محدود یونگ روانکاو مکاتب روانشناسی ترجمه نادقیق متون روانپزشک دست کار تحلیل سست سطحی نابجا ارائه هراس مرگ دکتر محمد صنعتی,0
نقد جمله کاربر عزیزمون کافیه روانپریشی متبحرانه القا,1
دوست شدیدا عمیق مطمئنا سرنخ نمیشه وقت یکبار قفسه درش آور داش آکل ولگرد روان میدونم واقعیت نگارش نشون میده اصلا امضا پای کلمه کلمه,1
حتما مطالعه,1
مسیر نصفه رهاش,0
مگر توان ایرانی ادبیات علاقه آثار دنبال حتم استاد گردن نویسان معاصر ایران بالاتر نبوغ میتو لمس تصویر شگفت انگیز شخصیت منحصر عناصر حرفه اعجوبه بدل,1
درسته متن قوی احساس آدم منتقل نیومد بوی امیدی مرگ میده شخصیت اصلی انگار نیهیلیسمه هیچی اعتقاد نداره توهم تنهایی تاریکی جون میده,0
چندمین میخونم لذت,1
نتونستم ارتباط برقرار منصرف غمناک مشوش,0
تاریخ نوشتن حکومت رضاخان بنا مذهب ستیزی ویژگی دوره تکنیک سیال ذهن مدرن ترین فرم رمان کنون سیال ذهن فرم سخت پیچ,1
پشیمونم وقتمو تلف,0
دوستان ظاهر مقایسه درک مفاهیم گرانبهایش عاجز بیهوده سخن گوی,1
کردین کتابایه طاقچه رایگانه قیمته انقد کتاباش طاقچه رایگان قیمت طاقچه دلش خواننده نسوخته قیمت اذیت دلیل نظرتون چیه ؟؟؟,0
هنر ایشون تحسین برانگیز ادبی محتوا ترکیب یاس نفرت زمین زمان,1
سبک مزاج ایرانی خوش نمیاد خارج ایران طرفدار,1
حیف خواندن افتضاح,0
نسخه چاپی روخوندم چندین سال وخوشحالم وسه خوندمش وباآگاهی آتیشش نویسندگی پوچ وتهی ازهرچیزی هستی ازهرچیزی,0
باور کتابو رایگان گذار ازتون ممنون برنامه مجازی تاریخ ایرانو صمیم قلب بهتون تبریک میگ,1
قبلا وبی نتونستم ارتباط برقرار بخون شاهکاره,1
کلا دونم ایرانی انقلاب اینقدر سیاه نوشتن ایرانی جمالزاده قبول,0
فارغ درمورد ایشون صفت تونس بدم نابغه,1
هشت خودکشی جهان غمگین ساخته تلفات جوان اقتدا خودکشی مستندات اینترنت,0
عمرم دنیای سوررئال خوششون میاد مراقب مرگ عسل شیرین حتما حتما روح سیروس شمیسا نقد مطالعه,1
ناامیدی غرق قهقرا دست,1
لطفا بنده خدا گذار رایگان همینطور رایگان کتابهای استاد سرشار آثار اقای هدایته بذارین ملت خودشون قضاوت,0
حیف گذار,0
کشش العاده معنا ماورایی نهفته,1
کتابای صادقو چنتاشو توپ مرواری ولگرد حاجی اقا پرده ترس حرفشو میزنه جالبه توپ مرواری کتابی ممنوعه زمان انتقاب ممنوع زمان انقلاب پیشنهاد بهتون,1
هرک مخالف بزنه نظام بخود وسیله سری میشن مثه بنده خدا دیوونه حرفش عاقلانه,0
آینده کشف سهراب سپهری,1
اصلا متوجه جان مطلب,1
فرزانه آخر کارهای خوان برایم عجیب چطور دنبال حاجی آقا مگر بینی حاجی آقا ولوله بپا زبان فهم زبان نقل مصطفی فرزانه آشنایی,1
مرسی شاهکار هرچ بگم لطفی کتابیه مرگ حتما,1
بنظر گنگ,0
ازروزی روخوندم انگاریه اتفاق توی زندگیم افتاده بصورت ناخودآگاه روحیاتم وتفکراتم عوض تقریبا سال ماه خوندمش نمیدونم بگم تاثیر عجیبه اینه واردیه دنیایی صورت موقتی واون همییشه توی ذهن بمونه کوریه دنیاست,1
میتون بگم دیوانه نبوده,0
میتون بگم عالیه,1
بچه خونده بودمش زمان ازش فهم میترسیدمم مرموز الان سالمه جاهاشو درک احتمالا اینده بخون برا فهمیدن چندتا کتاباشو بخون دونه کفایت نمیکنه دوس حاجی آقا بخون نیومده,1
خواننده دان حوادث خیالی حدی حقیقت نمائی قوی هنگامی خرابه باستانی محل فرضی حوادث مکررا راوی چمدان همراه پیرمرد نعش افق گاهی لرز اثیری صورت دختر بچه کناره نهر سورن بازی واقعیت نمایی مخصوصا هنگامی تشدید باستان دقت خوان روح دکتر شمیسا,0
نظیرشو,1
خنده دان راز ورنه دنیا خندیدن,1
روز بدی نظرم سرگرم استفاده تمرین نویسندگی خواندن هدر زمانه,0
ملت عشق خونده چقدر شبیهن انگار نوشتن,1
گیج انگار خودت چرخ میخوای تعادل حفظ تونی گیج میرنی,0
گیج مبهم تصویر زیبایی لذت دنیای دنیایی آشفته خیالی تکرار زجرآور صورتی خیال واقعیت سختی تمییز مسخ دوست,1
قدرت قلم میتونه اونقدر عمیق ذهن زمان درگیر قدرت قلم ارزشمند جوری شیوه نگرش انگار تسخیر کلمات,1
اونجا یادم میاد کتابی نصفه پرت دیوار العاده تأثیر گذار تأثیر مرگ نیستی پوچی تراو مشوش ذهن بیمار,0
ذهن روح روان بازی پرفکت تردید بخونید لذت,1
اگه سبک وعقاید خوشتون یاد بهتره نخونین اگه خواین بخونین,1
چقدر غمگین عجیب روز دوست نقد درست حسابی راجع بهش بخون دوستان اگه نقد سراغ ممنون میشم معرفی,1
چقدر توصیف دوس پیچیدگی هاش توصیف چهره مکان احساسات روایت قصه اینطور باب میل سری سبک پسند,1
یابهتره بگم نظیره ازخوندنش خسته دوست هرچه جلوتر چقد وجذاب فضای داستانو شکل وادمو چالش درمورد هرشخصیتی هرچ جلوترمیرفتم فکرکنم تصویر قلمدان همون مادر بعدجلوتر تصویرهمون لکاته بعدجلوتر هدف فلان تصویر چیه نماده داستانی پیچیده وپررمز وراز شاهکار واقعی,1
کتابا معیار واسه دانایی نادانی افراده کتابهاس جدا مطالبی تعصب عشق دشمنی بدذاتی نشون میده نگاهی نظرات بندازین,1
شاهکاره بارها خونده تازگی,1
شاهکار ادبیات فارسی,1
عالیع پسند نمیتونه درکش جزو ادم حوصله هستین اصلا نکنین,1
یکم سنگین همدردی خاصی باشخصیت,1
نخونید,0
محشر العاده دارک,1
اگه سبک سورئالیسم فراواقع گرایی علاقه میتونه براتون جالب مسائل اشاره جهان بینی سبک نوشتار پیچ روایت خطی,1
اصلا درد خور,0
عالیه,1
فضای منفی برام خوشایند نگفته طنزه تعجب توهین درک توانایی دیدن دریچه دید دیگرانه اگه نمیتونیم درک قضاوت کورکورانه شخصیت دنیای قضاوت تحلیل رفتار گفتار اساس ارزش خودمان مارشال روزنبرگ احتمالا الان قیصر میاد کامنت بذاره,1
دوست اکثر کسا نمیپسندن سبک کلا ایران طرفدار نداره آخه دنبال قصه پایان خوشن وسط اصلا چقد غیرمنطقی پایانه جور کسا میگن محتوا نداره متن آدمی معروفه نمیدونم چجوری انقد راحت میگید محتوا نداره,1
قلم ترسیم فضای عجیب العاده,1
اصلا درک برام مجهول دیگه اشتیاق ادام,0
کتابیه چندین بخون,1
انگیز عمیق بارها خوندمش ازش خسته نظرم سطر سطر سرسری اینطور ازش لذت بری,1
لذذت بچه مرگ مرگ فریب نجات فرا خوان مرگ دروغ هاییکه حرف مردمان فهم گاهی بازی مکث دلیل صدای مرگ شنو,1
نظرات لذب ممنون همگی,1
کتابی مطالعه نسخه چاپی دستخط خان غلط املایی نداره مشکل برنامست پیشنهاد روحیه لطیفی مطالعه,1
ترین ذهن بازی گیره عجیب گیج همونطور میگه خواب,1
ازش شنو راغب بخونمش وخوندمش ماه درمورد شاهکاره داستانی قویه وغیره یانه نمید فضای خوفناکی ومن منقبض ترس خوندمش خصوصا اخرا حقیقتا جرات ونه دوست دیگه بخونمش امااز خوندمش پشیمون نیستم امتیازی ثبت نظرم نظری امتیاز نمید,0
باری بودکه رومیخوندم قلم زیبابودولی درکش واسم سخت بودشایدبه خاطراین بودکه تاحالاکتاب هاشونخونده,1
سبک آشنایی پیشنهاد چندتا بخونید مطالعه شاهکاره,1
سلام دوستان دنبال نقد ازداستان گرد میتونه راهنما,1
شاهکار ادبیه نوسندگان معاصر نتونستن خلق کنن,1
ریختن عقاید تلقین آرامش مخصوصی خودم,1
کامنت کاربر ذوق زده برنامه کتابخوان دیگه سلام جناب اقای قشنگی نورد ممنون رایگان اختیار قرار گرم ولگرد قشنگ,0
ستاره بتون نویس افتضاح براش زیاده شخصیت فهم انگار بیمار روانی توهمات خودشو,0
ادبیات خاکستری توان بگم,0
شنو افسرده مطالعه تاخیر انداز مطالعه افسرده جالب وباذهن آدم بازی شیوه افکار احساسات طوری میفهمیدمشون حسشون مثلا احساس تنهایی توصیف دقیقا همون احساسی توصیف موقع تنهایی توصیف احساسات عواطف افکار عالیه,1
بدونین شخصیت آقا نفر شخصیت خانوم نفر هستن درک کمک,1
اگرچه گوی اکثر منتقد ادبی اذعان ازین فهم پیچیدگی فضای افسرده روحیات همخوانی لاییک نهایت خودکشی نگاه دین دیده همسر تجاوز ذکرمی گوی نماز خوان اگرچه شخصا دوست پایان زیبایی راوی کشتن همسر آیینه نگاه پیرمرد خنزر پنزر اختلال روانی شخصیت شخصیت اصلی پیرمرد خنزر پنزر دلیا همسر جوان میل مرد قصاب شخصیت همسر سلاخی تصور میتو توجیه,0
تلخ امید سرشار توهم,0
کتابای پوچ گرا ترویج ورایگان اختیار گذاشته,0
کتابای بدرد بخور تری رایگان اگه قصد ترویج خونیه یکم فضا کتابای رایگان کمه,1
شاهکار مثال نداره سنگینی قول آدم راست,1
دختر عمه کتابای اواخر هفته خبر خودکشی الان نفرین دختر خانوادش آدمی,0
عجیب تاریک افکار چیزیه چشم گیره طوری انگار سخته بیخیالش فهمیدن سخته چندین ساعت خودت میای بینی واقعی ترین هستن افکار خودمون ازش غافل,1
آشغال,0
انقد جالبه میخونی خودتو داخل متن تصویر شخصیتا صحنه هارو ذهن تجربه,1
شاهکار ادبیات داستانی ایران تردید,1
ادبیات قوی توصیفات خوبه تاسف پوچ خالیه,0
دینی بگم خوبه,0
زنش میگه هرزه,0
نصف سبک نگارش روان شیرین متن نظرمو جلب تصویرسازی خلاقانه بدیع نگارش چیزیه جادویی میبینمش وادار ادامه بدم افکار آشنایی آثارشو بدلیل روح درگیر نمیشه قبیل همونطور اثری کافکا بهش خند اینا دیوونه,0
اقای العاده نوشتن بدلیل ناسیونالیست اسلام دین قبول نداشتن اسلام دین عرب هاست قول اقای جلال احمد زبان اینو بخونین میفهمین افکار ناامید,1
بهترینه,1
نویسندگی خبره متن روان شکی پوچی متن اخر میزنه ذوق خواننده,0
بگه چیشد,1
هربار العادس دارالمجانین بخونید بینظیره,1
سلام کوری عزیز دوستان کوری الآن توی کتابفروشی طاقچه نسخه اصلی کوره سانسور الآن دیگه طوری کتابی میخوای بری مزاج برادر ایضا خواهران ارشاد خوش اومده,1
هرچقدر تعریف جادو نویسندگیش فضاسازی العاده زیبایی انگار خودت اونجا اتفاقات بینی قلم نشینه انگار تفکرات حرفای خودمه شاهکار ادبیات ایران,1
عالیه حتما بخونید اونایی ایراد میگیرن درکش نکردن رنج کلمه کلمه فهم درست اهنگ هایده زمانی درد فهم اهنگ هایده مستی درد مرا دیگه دوا نمیکنه منو رها نمیکنه میگه,1
اصلا شیوه نگارش نیومد گنگ ونا مفهوم کتابی دلم نشین اصلا,0
عالیه قبلا فایل صوتی گوش فایل نخوندم امیدوارم سانسور نشده,1
وحال منوزجرمیدادانگارکه مجبوربودم تمومش دوس وقت اینجورسبک کتابرودوست احساس خفگی بهم دست میدادوقتی میخوندمش,0
تلخ انگیز آدم جذب,1
فضای مریضی قلمشون قوی اگه ادم ضعیف النفس بخونتش مریض افسرده بردن سطح سواد ادبی مثبت,0
میخونم قلم اقای پاردوکسی درک فهم صمیمی اکه کهنگی لطافت میده,1
بعنوان معلم ادبیات اطمینان آینده متون آثار شیخ اشراق مثنوی مولانا دیوان حافظ مدارس دانشگاه بحث فحص آکادمیک قرار دکترشمیسا,0
نماد سمبل مخفی خواننده عمیق بخونه لایه سطحی هاج واج مان العاده آنچنان استعداد بالقوه پنهان نویس شکوفا توصیف خودمون عمیق نگاه بینی نشانه نماد گرفتن توان خودمون برعکس,1
کتابی پشیمون نمیشید,1
اصلا گیج محتوا,0
العاده,1
کسا میگن تونن معنا مفهوم نهفته درک کنن نظری میگن,1
خوبیه خالی فایده انتها رسوندن اریتمی اعداد میخونه درکی ازش نداره محتوا برد گاهی خوبه پوچ گرایی رهایی مرحله پوچی لذت واقعی برد بهترینند سبک خودشان طوریه میتون حالت تصور,1
بیخود کلاس نذاریم قیافه روشنفکری مزخرف کاش نخونده حیف گذار همش تکرار همش پوچی سردرگمی نظرم اسم میذاشتن توهمات دیوانه وقتتون حروم همچین کتابی,0
اگه جواب بدین سانسور,1
دوستان اخر خانمه اقایی قوز توهمات هستن ؟؟؟؟؟؟,0
طاقچه عزیز مهر جاودان باد طرح نهایت تخفیف بگذار کتابخانه عمومی تحویل امانت تون برنامه مطالعاتیمو دنبال خواهشا تخفیف گذار,0
وسط هاش دیگه ولش,0
اصلی انقدر فضای روانی پررنگ مخاطب کنترل گاهی اصلی تشنه داستانی سنگین گاهی حوصله مخاطب خارج گاهی,0
درزندگی زخم درانزوا روح اهسته خور ومیتراشند زخمهارا اظهار,1
آقا عالیه,1
روان دلنشین گرچه شاهکار جمله فلسفه نهنب ترس فردا میر خودم شناس,1
مگه سانسور سیبیل عشقه,1
توصیف ذهن تخیل قوی نشع میگیره,1
عمیق غمگین اگه صرفا میخواین بخونینو بشین پیشنهاد برا فهمیدن بارخونده,1
توصیفات خوبه تلخه,0
عاشق قلم ادبیات گیرایی افتخار نویس فارسی,1
پسند پشیمون اگه اهل رمان جذاب عامه پسند شلوغ ممکنه برا بعضیا کسل برا منم حوصله سربر هدف بزرگتری دنبال هدف لذت جذاب هدف نویسندگان معاصر لذت توصیفات اینطور سیاه نگاه برام لذت جذابیت ادبیه مخاطب لذت الان جزئیات برام مبهم یادم نمیاد جملات تکراری جالب سفت سخت ذهن موندگار خلاصه پسند پشمیون نیستم,1
شاهکار,1
شاهکار ادبیه توش احساسات گنجانده کسا ایه پیچ روزمرگینگی,1
خوبیه,1
معرکه,1
اتمام نتیجه جوری نظرم میاد فصل فصل قصه جدا زمان مکان اتفاق افت نظرم بهم چسب فصل جور فلش بکی گذشته ذهن بیمار راوی اینارو جدا میذاره واین اونجا میگ شخصیت مثلا لکاته اثیری خصوصیات یکدیگرند مثال دیگه عمو پدر راوی اینارو وصل,1
پسند اولا سخت ارتباط برقرار,1
شاخصه درسته چندان توش نداره جهانبینی توجهی,1
پیشنهاد حتما بخونید گنگ تفکر بخونید توصیه اصلا ولش یکجا بخونیدش,1
اصلا جذب دیگه ادامه ندادمش خسته کنندست,0
اگه میخواین سورئال بخونین پاش الان اثار دیگه اینو دست ندین بستک سلیقه هرکس محشر زودتر باس میخوندمش,1
تنهاداستان عجیبی بودکه,1
پست مدرن,1
سلام نخوندم راستش تعریف نویسندش شنو نظرات دوراهی گرد اصلا وقت بذار کمکم,0
گاهی فهم میگه ذهن درگیره عجیب جالبه,1
عجیب,0
فهم اخر چیشد,0
شاهکار,1
بگم شرح بدبخت دلم براش سوخت اعصاب خور کاش نمیخوندم,0
جالب ومتفاوت,1
رها کردمش موضوع تخیلی مخاطب نورد اظهار عقاید سایه,0
عجیبی نظرم بینظیر,1
شاهکاره ساختار شکن,1
نظری,1
دوس بنظر محتوا معنی ناامید,0
زیبا تمیز بیانی مراتب قوی پیدایش افسردگی حاد خواننده هاش استاد نماد هاش ازش بهره برده,1
نمیدونم بگم رمان تجسم سال همچین رمانی سخته,1
میتون بگم هرکس اخل مطالعه اثار ارزشمند بخونن بخصوص بینظیره,1
سلام ممنون برنامه طاقچه ارزشمند رایگان اختیار مردم قرار خوا توضیح مختصر راجب بدم خوندمش برام گنگ حدودی مفهوم اینبار سومه میخونم فهم خارق العاده اینقدر میخونم مفهوم اصلی تشکر,1
کتابیه راحتی نمیشه درکش پوچ گرایی بهم ربط بهم ربط نداره زرنگ نکته سنج ارتباط عجیبی کلمات فاز کشف ارتباط فهم چیشد اومد واقع موقع ایجاد ارتباط شباهت پیرمرد خنزرپنزری پیرمرد رود توی توهم راوی شباهت لکاته دختر ارتباط قصاب توصیفات راوی شباهت فاز موقع مرگ دختر اینا ارتباطات پیچیده ابهام آمیز رمزآلود هستن نمیشه درکشون هرکس توصیه نمیشه,1
خاک سرد نمناک خوابیده کفن تنش چسبیده بهار آخر پاییز روز خفه غمگین امروز روشنایی چشم آهنگ صدایش خاموش آنقدر خندان حرف بامزه همونطور دونید شاهکار ادبیات همون فهم معمولی,1
کتابی آدم مطالعه توی ذهن آدم جورایی پایدار روز علاقه آدم مطالعه,1
اصلا عنوان توصیه,0
نظرم قدرت توهم ونویسندگشون تصویر کشیدن موضوعات العاده جهت بررسی دید بیماری روحی درکش یکسری جملات عمیق سطحی بخونین درکش راحت زیبا هرکتابی یکسری جذابیت برد,1
خواه تمومش دلم خواست نصفه,0
نظرم درکل درد نمیخوره اثری امید اثری خدا همش امیدی وافکار پوچ وتوهمات وآخرداستان نتیجه خاصی نمیرسه,0
کتابو بنظر هنر زیبایی مبهم جذابیت میبره جذابیت اینه نهایت فرضیات پوچ,1
قشنگ روزه تمومش فضای تاریک سیاه میر,1
تکرار نشدنی,1
نفر بگه ؟؟؟ سنگینی واسم انگار مغز درگیرشه گذر روز احساس لایه زیرینشو فهم حدسایی نفر درکش منم بیدار ؟؟؟,1
سورئالیسم سبک هنری بیاد,1
نتونستم ارتباط برقرار نصفه نتونستم تحمل,0
اشتباه اگه خوندید هفته آواره نتونستید درکش آشنایی مصطفی فرزانه بخونید مطلب دستتون میاد,1
جالب زیبایی درک گیج تفسیر جالب عشق مردم,1
دوستانی میگن متوجه نشدن اخر نقیض شخصیت هاش خوده عاشقانه مخلوط حالات توهم شهوت سیاهی تاریکی ذهن مریض قشنگیه متن عالیه اخر بشینید حوصله بخونید متوجه میشید پسند حتما بخونید صحبتاش مرگ زیبا ادبیه اطرافش صحنه اطاق ادمارو توصیف عالیه,1
متن ادبی العاده پایان ضعیف,0
نیومد هدف چیه گفتن نویسندگی,0
فضای راز آلای پیچ فضای رازالودی میره جالبه میخوندمش منم مکان هارو تصویرسازی منم احساس سکون بهم دست منم موقع گوشه منزوی گرایانه خواننده منتقل قلم احساسات جادویی منتقل ارزش,1
ادامه معنا واقعی کلمه مزخرف انگار,0
فهم واقعاا,0
علاقه مند قصد نسخه چاپ ممنون طاقچه بعداز مطالعه حتما پست خودم نظرم گذار,1
وای قلم عجیب قشنگ توصیف زمینه لذت سپاس,1
العاده لذت,1
گاز خون خفه درد دوا دفعه خودکشی دفعه جون سالم بدر برد دفعه مرد,0
قلم طوریه خاطر نثر روون جذاب جاذبه درست خواننده هیمنجور آخر دنبال غمگینه باتلاقه,1
دوبار خوندمش درکش سخته یجورایی برداشت هرکس همون شخصه جورایی افکار خیام تمش رباعیات خیام همنواست کوزه شراب کهنه بنظر مجاز عمر میگه یکروز خوا خور اونروز نرسیده گور اشاره خودکشی آخر کشت,1
دوستان عزیز دقت توی روز چقدر عزیز آثار روان شاد خانم چیستا یثربی قلم دارن خارجی ایرون داریماا,1
برا سنی مناسبه,1
شهرت جایگاه ادبیات ایران جهان دلیل انتقاد قرار انتقاد ویژگی اساسی ادبیات امروز جهان عوامل شکوفایی ادبیات کمک نما نماینده سبک سورئالبسم ایران سورئال جریال سیال ذهن تصویر مسایل هستی شناسانه روانکاوانه دریچه ذهن راوی بافت تاریخ روایت نقد منظر اصول سورئالیسم مسایل قضاوت ارزش یاب کلیشه رایج کیش شخصیت ادبیات ایران دان لاغیر ایران نویسندگان بزرگی جایگاه ارزش علمی حفظ,1
سیاه تاریک,0
حواستون اگه نخوندین سراغ نیاین سبک سورئاله ممکنه پرت بگید چرت پرتی دقیقا خواب چیش قاطی پاتیه هوا منو یاد تهوع سارتر انداز گویا سارتر دوست ازش استفاده خاطر سبک قروقاطیه اصلا منطقی نگاه احتمالا بخونه برداشت حتما توصیه اگه خوندین برین اینترنت دیگه تحلیل ازش بخونین چیزای دستگیرتون اعتقاد هدایته طولانی,1
علاقه مند سورئال درکش,1
جذاب خیلیا نفهمنش خسته بشن برا اوناایی تشنه سبک سورئال هستن کتابو پیشنهاد سبک اورده نقص نداره سلیقه بستگی خودتون سبک پسندین خیر,1
جالب گیرایی توان جادوی نویسندگی درمورد پیچ تصور شخصیت اصلی احتمالا اسکیزوفرنی تونس حرف میزنه درک زیبا احساسات شخص یکدفعه عشق نفرت شادی ترس برد صحنه عوض کتابی ارزش خواندن توصیه حتما بخونید,1
سنگینی اصلا کتابی هرکس درکش مفهوم بفهمه,1
بنظر آثار نقص پیشنهاد حاجی اقا نیرنگستان حتما مطالعه,1
اثرلذت بخصوص قسمت اثیری نثر زیبایی ضمنا دوستان میزان دانش انصاف نگارش نظرشون اعمال,1
برعکس نظرات واضح پیچیدگی عجیب نامفهوم مبهم,0
نظرم کسانیکه خاکستری رنگ قشنگی دونن حتما بخونن,0
گاهی اوقات انسان منحصر منحصر فرده جهات بگه معمولیه واقع علاقه بهش نداشته میگه منحصر فرده,1
انگیز تخیلی جذاب گیراست لذت سبک خاصی سلیقه نباشه,1
کتابای هدایتو میخونم بگم عجیبی ابهام اسرار امیز درد عشق تاریکی تنهایی زشتی اینا کلمه هستن ذهن میرسه نظرم همچین اعتقادات خودکشی برد تفاسیر شیفته قلم میخوام اثار دیگ بخون,1
اصلا توصیه وقتتون استفاده,0
