review_text,stars
داشتم با خوندن این کتاب از مسیر زندگی دور میشدم نصفه رهاش کردم😐😐,2
"مگر می توان ایرانی بود و به ادبیات علاقه داشت و آثار صادق هدایت را دنبال نکرد؟ به حتم استاد هدایت یک سر و گردن از دیگر داستان نویسان معاصر ایران بالاتر بود. نبوغ او را میتوان در بوف کور لمس کرد, تصویر سازی شگفت انگیز شخصیت سازی منحصر به فرد و دیگر عناصر که یک نویسنده حرفه ای را به یک اعجوبه بدل میکند...",5
درسته متن خیلی قوی داره ولی تمام احساس های بد درون داستان به آدم منتقل میشه . من خوشم نیومد ، کل کتاب بوی نا امیدی و مرگ میده ، شخصیت اصلی داستان انگار نیهیلیسمه ، به هیچی اعتقاد نداره و تو توهم و تنهایی و تاریکی داره جون میده,1
طرز نوشتاری کتاب و توصیف هاش از اتفاقات قشنگ بود و اینکه خیلی پیچیده بود ولی پر از تاریکی محض و ناامیدیه,3
چندمین بار بود ک میخونم و لذت میبرم 🌌♥️,5
نتونستم با کتاب ارتباط برقرار کنم چن صفحه اولش رو که خوندم منصرف شدم غمناک بود و مشوش...,1
"تاریخ نوشتن این کتاب:۱۳۱۵ حکومت: رضاخان بنا بر این مذهب ستیزی از ویژگی های این دوره است و تکنیک سیال ذهن هدایت این کتاب رو با مدرن‌ترین فرم رمان تا کنون یعنی ""سیال ذهن"" نوشته فرم سخت و پیچیده ای‌ه",5
"به دوستان توصیه می کنم بعد از مطالعه بوف کور، کتاب ""داستان یک روح "" اثر دکتر سیروس شمیسا را مطالعه کنند، خیلی از ابعاد داستان براتون روشن خواهد شد.",3
پشیمونم که وقتمو برای خوندنش تلف کردم,1
دوستان این کتاب را به ظاهر مقایسه نکنید اگر در درک مفاهیم گرانبهایش عاجز هستید بیهوده سخن نگویید.,5
تا حالا فکر کردین چرا این همه کتابایه صادق هدایت تو طاقچه رایگانه یا خیلی کم قیمته؟هیچ نویسنده ای انقد کتاباش تو طاقچه رایگان یا کم قیمت نیست!طاقچه هم دلش به حال ما خواننده ها نسوخته چون خیلی جاها قیمت بالاشم دیدیم ک ما ها رو اذیت کرده،پس دلیلش به نظرتون چیه؟؟؟,1
هنر ایشون واقعا تحسین برانگیز میباشد و از لحاظ ادبی کتاب عالی است ام محتوا ترکیبی از یاس و نفرت از زمین و زمان است,5
سبکش به مزاج ایرانی ها خوش نمیاد این کتاب خارج از ایران طرفدار های بیشتری داره:\,5
حیف وقتی که برای خواندن‌ این کتاب صرف بشه افتضاح,1
من نسخه چاپی کتاب روخوندم،چندین سال پیش،وخوشحالم که دوباره وسه باره خوندمش وباآگاهی کامل آتیشش زدم،فقط نویسندگی خوب کافی نیست وقتی پوچ وتهی ازهرچیزی هستی،ازهرچیزی,1
باورم نمیشد این کتابو رایگان گذاشته باشید واقعا ازتون ممنونم شما بهترین برنامه مجازی تاریخ ایرانو ساختید! از صمیم قلب بهتون تبریک میگم❤,5
من قبلا این کتاب رو خوندم وبی متاسفانه نتونستم باهاش خوب ارتباط برقرار کنم باید دو یا سه بار بخونم👍صادق هدایت شاهکاره💜,5
کلا نمی دونم چرا نویسنده های ایرانی قبل از انقلاب اینقدر سیاه می نوشتن. من نویسنده ی ایرانی فقط جمالزاده رو قبول دارم,1
بعد از خوندن این کتاب، فارغ از نظر‌هایی که درمورد ایشون هست، تنها صفتی که تونستم به هدایت نسبت بدم نابغه بود.,4
هشت بار خودکشی جهان غمگین که صادق هدایت ساخته هنوز تلفات می‌گیرد هنوز خیلی از جوانان به اقتدای او خودکشی می کنند کافی است برخی مستندات را در این اینترنت ببینید,1
"بهترین کتاب عمرم. بهترین برای کسانی که از دنیای سوررئال خوششون میاد. مراقب باشید بعد از خوندن این کتاب مرگ برای شما مانند عسل شیرین میشه... در ضمن حتما حتما کتاب ""داستان یک روح"" از سیروس شمیسا که نقد بوف کور هست رو مطالعه کنید.",5
حس ناامیدی و غرق شدن در قهقرا را به من دست داد. اما کتاب خوبی بود,4
لطفا حالا که از این بنده خدا کتاب گذاشتید، اون هم رایگان!! همینطور رایگان، کتابهای استاد سرشار رو که درباره همین آثار اقای هدایته، بذارین تا ملت خودشون قضاوت کنند,1
حیف وقتی که برای خوندن این کتاب گذاشتم,1
کشش داستان فوق العاده است.و معنایی ماورایی پس داستان نهفته داره,5
من کتابای صادقو چنتاشو خوندم ک عالی بودن .کتاب« توپ مرواری »و «سگ ولگرد»و «حاجی اقا» که به نظر من خیلی بی پرده و بدون ترس حرفشو میزنه و این از نظر من خیلی جالبه کتاب «توپ مرواری» کتابی ممنوعه هست ک هم در زمان قبل انتقاب ممنوع بوده هم زمان بعد انقلاب ولی پیشنهاد میکنم بهتون,5
خود صادق هدایت میگفت :که هرکی ساز مخالف بزنه با نظام خود بخود به وسیله یه سری بزرگ میشن،مثه من بنده خدا دیوونه بود ولی این یه حرفش عاقلانه بود😂,1
بعضی ها در آینده کشف خواهند شد مثل : سهراب سپهری ، هدایت و......,5
من اصلا متوجه نشدم جان مطلب چی بود....,5
عالی,5
"- فرزانه : آخر، حالا که بیشتر کارهای شما را خوانده ام برایم عجیب است که چطور نظیر بوف کور را دنبال نکرده اید. - صادق هدایت: ""برای کی ؟ برای #حاجی_آقا ها ؟ مگر نمی بینی که ""حاجی آقا"" چه ولوله ای بپا کرده ؟ این زبان را خوب یا بد می فهمند، ولی نه زبان بوف کور را."" صادق هدایت نقل از مصطفی فرزانه آشنایی با صادق هدایت",5
مرسی از این شاهکار هرچی بگم در مورد این.کتاب کم لطفی کردم 😢 کتابیه که قبل از مرگ باید حتما خوندش,5
کتاب خوبی نبود بنظرم خیلی گنگ بود😐,1
ازروزی که این کتاب روخوندم ،انگاریه اتفاق خاص توی زندگیم افتاده.بصورت ناخودآگاه روحیاتم وتفکراتم عوض شده.تقریبا2سال و9ماه میشه که خوندمش. نمیدونم چی بگم؛تاثیرش عجیبه. مثل اینه که واردیه دنیایی بشی به صورت موقتی واون همییشه توی ذهنت بمونه .بوف کوریه دنیاست,5
فقط میتونم بگم صادق هدایت دیوانه ای بیش نبوده!!!,1
فقط میتونم بگم عالیه,5
"کتاب خیلی خوبی بود البته من وقتی بچه بودم خونده بودمش اون زمان نه تنها چیزی ازش نفهمیدم بلکه میترسیدمم. یه کم مرموز بود و الانم ک ۲۶ سالمه بعضی جاهاشو چند بار خوندم تا درک کردم. احتمالا در اینده بازم بخونم. فک میکنم برا فهمیدن صادق هدایت باید چندتا از کتاباشو بخونی یه دونه کفایت نمیکنه. خیلی دوس دارم "" حاجی آقا "" رو بخونم متاسفانه گیرم نیومده",5
با آن که بوف کور داستان است و خواننده از قبل می داند که حوادث آن خیالی است،اما به حدی، حقیقت نمائی در آن قوی است که هنگامی که من در خرابه های ری باستانی در جست و جو محل های فرضی حوادث بوف کور بودم مکررا راوی داستان را با چمدان و همراه با پیرمرد نعش کش در افق های دور می دیدم و گاهی به وجود خود می لرزیدم و یک بار زن اثیری را که به صورت دختر بچه ای در کناره های نهر سورن بازی می کرد دیدم. واقعیت نمایی بوف کور مخصوصا هنگامی تشدید می شود که کتاب《ری باستان》 را نیز به دقت خوانده باشیم. داستان یک روح دکتر شمیسا,0
نظیرشو ندیدم..,4
خنده بر لب میزنم تا کس نداند راز من ورنه این دنیا که ما دیدیم خندیدن نداشت ...,5
متاسفانه تا چند روز حال بدی داشتم و به نظرم برای سرگرم شدن و حتی استفاده و تمرین نویسندگی، خواندن این اثر هدر دادن زمانه.,1
در اینکه این کتاب یکی از شاهکارهای ادبیات فارسی هست و متن روانی داره هیچ تردیدی نیست، اما در مجموع احساسات منفی زیادی رو القا میکنه و پس از اتمام کتاب جز یاس و بعضا ترس دستاورد دیگری برای خواننده نداره.,3
کسی هست این کتاب و ملت عشق رو خونده باشه؟چقدر اول کتاب شبیهن!!! انگار از روی هم نوشتن,4
گیج کننده بود.انگار دور خودت چرخیدی حالا که میخوای تعادلت رو حفظ کنی نمی تونی گیج میرنی,1
با وجود اینکه کتاب داستان گیج کننده ای و مبهمی داشت دارای تصویرهای بسیار زیبایی در طول داستان بود که بسیار لذت بردم. دنیای کتاب دنیایی آشفته و خیالی و پر از تکرارهای زجرآور به صورتی که خیال و واقعیت به سختی از هم تمییز داده میشود. ولی مسخ رو در برابر بوف کور بیشتر دوست میدارم.,4
بنظرم کتاب عجیب و پیچیده ای بود حس متفاوتی داشت🤷‍♀️,3
خیلی شوق داشتم واسه خوندنش ولی زیاد دوستش نداشتم ،به نظرم شاید هرکسی خوشش نیاد از این کتاب,3
از نظر من قدرت قلم یه نویسنده میتونه اونقدر عمیق باشه که ذهن رو تا مدت زمان زیادی به سمت خودش درگیر کنه؛قدرت قلم هدایت در این اثر ارزشمند رو هم جوری دیدم که شیوه نگرش من رو تغییر داد انگار که تسخیر کلماتش شده باشم...,5
تا اونجا که یادم میاد تنها کتابی بود که تا نصفه خوندم پرتش کردم تو دیوار.فوق العاده تأثیر گذار.....ولی چه تأثیری....مرگ و نیستی و پوچی....تراوشات مشوش یک ذهن بیمار,2
با ذهن و روح و روان بازی میکنه ، پرفکت ، بدون تردید بخونید و لذت ببرید❤💓👌,5
اگه از این سبک وعقاید نویسنده خوشتون نمی یاد بهتره نخونین(اگه می خواین هم بخونین😀😀),5
چقدر غمگین و عجیب بود این کتاب، تا چند روز تو فکر بودم، دوست دارم چند تا نقد خوب و درست و حسابی راجع بهش بخونم، دوستان اگه نقد خوبی سراغ دارید ممنون میشم معرفی کنید,4
چقدر خوب بود توصیف حالش من خیلی دوسش داشتم پیچیدگی هاش ، توصیف چهره ، مکان ، احساسات ، روایت قصه اش همه و همه اش عالی بود از نظر من . ولی اینطور کتاب هایی زیاد باب میل همه برای خوندن نیستند و یک سری افراد خاص هستند که این سبک رو می پسندند.,5
صادق هدایت یابهتره بگم هدایت صادق :) بی نظیره ازخوندنش خسته نمیشدم دوست داشتم هرچه جلوتر برم چقد خوب وجذاب فضای داستانو شکل داده بود وادمو به چالش میکشید باعث شده بود درمورد هرشخصیتی هرچی جلوترمیرفتم فکرکنم که تصویر روی قلمدان همون مادر بود بعدجلوتر نه تصویرهمون لکاته بود بعدجلوتر ...هدفش از فلان تصویر چیه یه نماده ؟... داستانی پیچیده وپررمز وراز یه شاهکار واقعی,5
بعضی کتابا معیاری واسه دانایی و نادانی افراده . این کتاب از اون کتابهاس . جدا از مطالبی که داره خوب یا بد . تعصب ، عشق ، دشمنی ، بدذاتی و... نشون میده . یه نگاهی دوباره به نظرات بندازین,4
شاهکاره بارها خونده بشه بازم تازگی داره,5
شاهکار ادبیات فارسی,5
کتابش واقعا عالیع ،ولی واقعا همه پسند نیست و هر کسی نمیتونه درکش کنه، اگ جزو ادم های کم حوصله هستین اصلا شروع نکنین,5
یکم سنگین بود ولی یه حس همدردی خاصی باشخصیت داستان داشتم,5
کتاب خوبی نیست نخونید ....,1
محشر فوق العاده دارک,5
اگه به سبک سورئالیسم (فراواقع گرایی)علاقه داشته باشید میتونه براتون جالب باشه، ‌البته داستان داره . و به بعضی مسائل هم اشاره می کند که ناشی از جهان بینی هدایت است. ولی سبک نوشتاری اش پیچیده است و میشه گفت که روایتش هم خطی نیست.,5
قطعا کتابی نیست که همه دوسش داشته باشن 😐 باید با نویسنده احساسات مشترک داشته باشی تا از کتاب خوشت بیاد هرکس استایل خاصی تو کتاب خوندن داره و من اونطور که انتظار داشتم زیاد از خوندنش لذت نبردم 🌷,3
اصلا به درد نمیخورد,1
واقعا عالیه...,5
"فضای منفی این کتاب برام خوشایند نبود,ولی اول کسی نگفته کتاب طنزه که با خوندنش تعجب میکنیم (حتی توهین !!!) دوم مهم درک کردن و توانایی دیدن از دریچه دید دیگرانه. اگه نمیتونیم درک کنیم حداقل قضاوت کورکورانه درباره این شخصیت نکنیم. دنیای قضاوت ها یعنی تحلیل رفتار و گفتار دیگران بر اساس نیازها و ارزش های خودمان. ""مارشال روزنبرگ"" ( پ.ن احتمالا الان ""قیصر"" میاد کامنت بذاره 😂)",5
"من این کتاب دوست داشتم خیلی.ولی اکثر کسایی که خوندن نمیپسندن چون این سبک از کتاب کلا تو ایران زیاد طرفدار نداره آخه اینجا همه دنبال قصه هایی با پایان خوشن و این وسط اصلا مهم نیست چقد غیرمنطقی این پایانه جور میشه! کسایی که میگن محتوا نداره متن صفحه اولش "" تو زندگی هر آدمی..."" خیلی معروفه نمیدونم چجوری انقد راحت میگید هیچ محتوایی نداره !😒",5
قلم بسیـــــار عالی،ترسیم فضای عجیب داستان فوق العاده س.,5
تا 30 صفحه ی اولش خوندم اما اصلا قابل درک نبود برام یه کم مجهول هست دیگه اشتیاقی به ادامش نداشتم,2
بوف کور کتابیه که باید چندین بار بخونیش,5
خیلی غم انگیز و عمیق بود.بارها خوندمش ولی ازش خسته نمیشم.به نظرم باید به سطر سطرش فکر کرد نه سرسری خوند.اینطوری ازش لذت میبری🙂,5
لذذت بردم : ما بچه ی مرگ هستیم ، و این مرگ ما را از فریب های زندگی نجات میدهد و ته زندگی ، ما را به خودش فرا میخواند ، تنها مرگ است که دروغ نمیگوید . در سن هاییکه حرف مردمان را نمیفهمیم اگر گاهی میان بازی مکث میکنیم به دلیل این است که صدای مرگ را بشنویم.,4
از نظرات لذب برم ممنون از همگی,5
بهترین کتابی که مطالعه کردم.من نسخه ی چاپی رو دارم که با دستخط خود صادق خان.غلط املایی در کتاب من وجود نداره مشکل از برنامست.پیشنهاد می کنم کسانی که روحیه ی لطیفی دارند این کتاب رو مطالعه نکنند!,5
یکی از عالی‌ترین داستان‌هایی که خوندم. ذهن رو به بازی می‌گیره. عجیب و گیج کننده. همونطور که خودش میگه، مثل یک خواب. عالی عالی.,5
چون خیلی ازش شنیده بودم راغب شدم بخونمش وخوندمش البته چند ماه قبل،درمورد اینکه شاهکاره ،یه اثر داستانی قویه وغیره یانه نظر نمیدم فقط اینکه فضای خوفناکی داره ومن منقبض شده و با ترس خوندمش خصوصا اخراش رو حقیقتا نه جرات میکنم ونه دوست دارم یه باره دیگه بخونمش امااز اینکه یه بار خوندمش پشیمون نیستم امتیازی هم که دادم برای ثبت نظرم بود نظری در مورد امتیاز کتاب نمیدم,2
من اولین باری بودکه کتاب های این نویسنده رومیخوندم قلمش زیبابودولی درکش واسم سخت بودشایدبه خاطراین بودکه تاحالاکتاب هاشونخونده بودم,4
شما باید قبل از خوندن این کتاب با سبک هدایت آشنایی داشته باشید پیشنهاد میکنم چندتا اثر از هدایت بخونید بعد شروع به مطالعه بوف کور کنید ، این کتاب واقعا شاهکاره 👌,4
"سلام دوستان دنبال یه نقد خوب ازداستان ""بوف کور""میگردم, کسی میتونه راهنماییم کنه؟؟",4
واقعا شاهکار ادبیه، سایر نوسندگان معاصر حتی در حد این اثر هم نتونستن خلق کنن,5
از دور ریختن عقایدی که به من تلقین شده بود، آرامش مخصوصی در خودم حس می کردم. (صادق هدایت/بوف کور),5
کامنت یکی از کاربران ذوق زده در یک برنامه کتابخوان دیگه : سلام جناب اقای صادق هدایت خیلی داستان های قشنگی نوشته ای و ممنون که رایگان در اختیار ما قرار دادی دمت گرم داستان سگ ولگرد از همه قشنگتر بود,0
فقط یه ستاره دادم که بتونم نظر بنویسم افتضاح براش خیلی زیاده نه سر و ته داشت نه شخصیتهای داستان رو می‌فهمیدی انگار یه بیمار روانی توهمات خودشو نوشته,1
ادبیات داستان بسیار خاکستری بود و همین را می توانم بگم,2
چون شنیده بودم این کتاب افسرده کننده است مطالعه اش رو به تاخیر می انداختم. اما بعد از مطالعه از کتاب خوشم آمد. و برای من افسرده کننده نبود. ولی خیلی جالب بود. وباذهن آدم بازی میکرد. شیوه بیان افکار و احساسات طوری بود که میفهمیدمشون و حسشون میکردم...(مثلا اگر احساس تنهایی رو توصیف میکرد دقیقا همون احساسی رو توصیف میکرد که من موقع تنهایی داشتم) واقعا صادق هدایت در توصیف احساسات، عواطف و افکار عالیه,4
اینکه بدونین تمام شخصیت های آقا یک نفر و همه شخصیت های خانوم یک نفر هستن خیلی تو درک داستان کمک میکنه,5
اگرچه میگویند این بهترین اثر صادق هدایت است ولی اکثر منتقدان ادبی اذعان دارند که ازین کتاب هیچ نفهمیده اند و پیچیدگی های زیادی دارد. فضای افسرده کتاب با روحیات نویسنده همخوانی دارد.نویسنده ای لاییک که در نهایت خودکشی کرد. در جای جای کتاب نگاه ضد دین نویسنده دیده میشود. وقتی کسانی که به همسر او تجاوز میکنند ذکرمیگویند و نماز میخوانند. اگرچه شخصا این کتاب را دوست نداشتم ولی پایان زیبایی دارد. وقتی که راوی بعد از کشتن همسرش در آیینه نگاه میکند و پیرمرد خنزر پنزری را میبیند.شاید منظور هدایت این بوده که این فرد اختلال روانی چند شخصیتی داشته. و شخصیت اصلی خودش پیرمرد خنزر پنزری بوده. شاید به همین دلیا همسر جوانش به او بی میل بوده. و شاید مرد قصاب هم شخصیت دیگر او بوده که همسرش را سلاخی کرده است. با این تصور میتوان همه داستان را توجیه کرد.,2
بسیار تلخ و نا امید کننده و سرشار از توهم,1
بین این همه کتاب خوب باید کتابای این فرد پوچ گرا ترویج بشه ورایگان در اختیار گذاشته بشه.,1
خیلی خوب بود ولی میشه کتابای بدرد بخور تری رو رایگان کنید. اگه قصد ترویج کتاب خونیه خب یکم فضا رو بهتر کنید کتابای خوب رایگان واقعا کمه کمی بیشترش کنید,5
شاهکاری که مثال نداره. داستان بسیار سنگینی داره و به قول نویسنده، مو به تن آدم راست میکنه,5
دختر عمه‌ی من چند وقتی بود کتابای هدایت رو می‌خوند این اواخر هم بوف کور رو از من گرفت. هفته پیش خبرش رسید که خودکشی کرده. الان نباید نفرین این دختر و خانوادش پشت چنین آدمی باشه؟,1
عجیب و تاریک بودن افکار تو این کتاب ، اولین چیزیه که چشم گیره طوری که اولش انگار خوندنش سخته و باید بیخیالش شی ، چون بعد خوندن فهمیدنش سخته... اما بعد از چندین ساعت خوندن به خودت میای و میبینی واقعی ترین ها هستن از افکار دور خودمون ، که شاید ازش غافل بودیم .,5
آشغال بود,1
از خوندش بسیار لذت بردم .نتونستم کتاب و رها کنم تا تمومش کردم . نمیدونم چرا گیجم . ذهنم و خیلی درگیر کرد.,3
انقد جالبه که وقتی میخونی خودتو داخل متن به تصویر میکشی و شخصیتا و صحنه هارو تو ذهنت تجربه میکنی,5
شاهکار ادبیات داستانی ایران بدون تردید,5
ادبیات قوی ای داره و توصیفاتش خوبه ولی تاسف که پوچ و خالیه,1
کتاب ضد دینی بگم خوبه؟,1
چرا طرف به زنش میگه هرزه؟,1
کلا ارزش یکبار خوندنو داره گرچه تنها لذتی که از این کتاب بردم اینه که تونستم تمومش کنم و هر لحظه که کتابو میخوندم دوسداشتم زودتر تموم بشه..,3
👌عالی,5
"نصف بیشتر کتاب رو خوندم اما چیزی غیر از سبک نگارش و بیان روان و شیرین متن نظرمو جلب نکرد... تصویرسازیهای خلاقانه و بدیع در نگارش تنها چیزیه ک در این کتاب, جادویی میبینمش و وادارم میکنه که خوندن رو ادامه بدم...با افکار هدایت آشنایی ندارم با این ک برخی از آثارشو خوندم شاید این هم بدلیل این باشه ک روح من درگیر نمیشه با حس و حال این قبیل نویسنده ها...همونطور ک اثری از کافکا خوندم و بهش خندیدم و گفتم اینا دیوونه ن..",1
اقای هدایت این کتاب رو فوق العاده نوشتن ولی بدلیل اینکه ناسیونالیست بودن اسلام و دین رو قبول نداشتن او فکر میکرد اسلام دین عرب هاست به قول اقای جلال ال احمد:این کتاب زبان خود هدایت است. اگر اینو بخونین میفهمین تمام افکار یک ناامید وجود داره,4
صادق بهترینه👍🏻👍🏻👍🏻😍,5
اینکه هدایت تو نویسندگی خبره ست و متنش روان شکی نیست ولی ی پوچی تو متنش هست و اخر داستان میزنه تو ذوق خواننده,2
متاسفانه من هیچی نفهمیدم ازش 😑,3
یک کتاب به معنای دقیق سورئال که عناصر این سبک به خوبی در اون حس میشه!شاید هیچ نویسنده ای در این حد قدرت در هم آمیختن رویا و واقعیت رو نداشته باشه طوری که نشه واقعی رو از رویا تفکیک کرد.عالی,3
میشه یکی به من بگه چیشد😢؟؟,4
۶بار خوندم و هربار لذتم بیشتر شد فوق العادس دارالمجانین رو هم بعد این بخونید بینظیره,5
سلام بر بوف کوری های عزیز!😁 دوستان این بوف کوری که الآن توی کتابفروشی ها و طاقچه هست نسخه‌ی اصلی بوف کوره یا سانسور شده؟ چون الآن دیگه یه طوری شده هر کتابی که میخوای بخری باید اولش بری ببینی به مزاج برادران(و ایضا خواهران) ارشاد خوش اومده یا نه...,5
هرچقدر از این کتاب تعریف کنم کم گفتم.هدایت تو این کتاب جادو میکنه با نویسندگیش. فضاسازی فوق‌العاده زیبایی داره،انگار خودت اونجایی و داری همه اتفاقات رو میبینی. قلم صادق هدایت خاص و دل‌نشینه و انگار تفکرات و حرفای خودمه. بوف کور بدون شک شاهکار ادبیات ایران هست,5
عالیههههه این کتاب حتمااااااا بخونید اونایی ک ایراد میگیرن هنوز درکش نکردن باید رنج کشیده باشی تا کلمه ب کلمه این کتاب رو بفهمی درست مث اهنگ های هایده تا زمانی ک درد نداشته باشی نمیفهمی اهنگ هایده مستی ام درد مرا دیگه دوا نمیکنه غم با من زاده شده منو رها نمیکنه چی میگه,5
اصلا از شیوه ی نگارش صادق هدایت خوشم نیومد خیلی گنگ ونا مفهوم بود به نظر من ،اولین کتابی بود که از هدایت خوندم ولی به دلم ننشست اصلا,1
عالیه. من قبلا فایل صوتی این کتاب رو کامل گوش کردم ولی این فایل رو کامل نخوندم،امیدوارم سانسور نشده باشه.,5
حس وحال کتاب منوزجرمیدادانگارکه مجبوربودم تمومش کنم کامل خوندم ولی دوسش نداشتم هیچ وقت اینجورسبک کتابرودوست نداشتم احساس خفگی بهم دست میدادوقتی میخوندمش,2
خیلی تلخ و غم انگیزِ...ولی آدم رو جذب میکنه,5
فضای مریضی داشت،ولی قلمشون قوی بود،ولی واقعا اگه ی ادمِ ضعیفٌ النفس بخونتش امکانش زیادِ که مریض یا افسرده شه ولی برای بالا بردن سطح سوادِ ادبی نظر ِمثبتی دارم,2
قلم صادق خیلی قویه اما با این استعداد میتونست خیلی موصوعات خیلی بهتری بنویسه,3
من برای بار دوم این کتاب میخونم قلم اقای هدایت پاردوکسی داره که درک و فهم صمیمی تر میکنه اکه به کتاب کهنگی و لطافت میده,4
من بعنوان یک معلم ادبیات اطمینان دارم که در آینده، بوف کور در کنار متونی چون آثار شیخ اشراق،مثنوی مولانا،دیوان حافظ ...در مدارس و دانشگاه های ما مورد بحث و فحص های آکادمیک قرار خواهد گرفت. دکترشمیسا,0
این کتاب پر از نماد و سمبل های مخفی هستش.خواننده باید خیلی عمیق این کتاب را بخونه و در لایه های سطحی اون هاج واج نماند! برای من که فوق العاده بود و آنچنان استعداد بالقوه و پنهان داستان نویسی ام را شکوفا کرد که قابل توصیف نیست. به زندگیهای خودمون هم که عمیق نگاه می کنی می بینی که پر از نشانه و نماد است و ما با سمت گرفتن به سویشان می توانیم خودمون را بالا بکشیم و رشد کنیم و شاید هم برعکس پس رفت کنیم.,5
کتابی هس که از خوندنش پشیمون نمیشید.,4
اصلا کتاب خوبی نبود....خیلی گیج کننده و بی محتوا بود...,1
فوق العاده ❤,5
این کتاب عالی هست و کسایی که میگن بد هستش نمی تونن معنا و مفهومی که در این کتاب نهفته هست رو درک کنن🙂البته هر کس نظری داره ولی کل نظر ها میگن بد هست😑,5
کتاب خوبیه و خوندن خالی فایده ای ندارد کسی که کتاب رو برای به انتها رسوندن اریتمی اعداد میخونه درکی ازش نداره ولی باید به محتوا پی برد گاهی خوبه حس پوچ گرایی باشد تا بعد از رهایی از مرحله پوچی به لذت های واقعی پی برد این کتاب و نویسنده بهترینند در سبک خودشان و نوشته طوریه که میتونی اون حالت رو تصور کنی,5
بیخود کلاس نذاریم و قیافه‌ی روشنفکری نگیریم؛ کتاب بی‌خود و مزخرفی بود. کاش نخونده بودم. حیف وقتی که گذاشتم. همش تکرار، همش پوچی و سردرگمی. به نظرم باید اسم کتاب رو میذاشتن «توهمات یک دیوانه» وقتتون رو حروم همچین کتابی نکنید.,1
این کتاب فقط سیاهی زندگی یک شخص بیمار را به تصویر میکشه . به نظرم با مطالعه این کتاب با قلم صادق هدایت آشنا میشیم ولی قضاوت در مورد موضوع کتاب کار سختیه باید کتاب رو خوند بعد نظر داد ولی کلا پیام جالبی نداشت 🤔😞,3
ببخشد اگه میشه جواب بدین این کتاب سانسور است یا نه,5
دوستان من تا اخر بخش یک خوندم یعنی اون خانمه،اون اقایی که قوز داره همه توهمات هستن؟؟؟؟؟؟,1
طاقچه عزیز! مهرت جاودان باد! برای طرح بی نهایت را تخفیف بیشتر بگذار. کتابخانه های عمومی فقط کتاب تحویل می گیرند. کتاب امانت نمی دهد. من نمی تونم برنامه مطالعاتیمو دنبال کنم. خواهشا تخفیف بیشتری بگذارید,1
من وسط هاش دیگه خسته شدم.... ولش کردم.😬🙄,1
شاید تم اصلی داستان در چند خط تمام بشه ولی انقدر فضای روانی داستان پررنگ میشه که مخاطب رو کنترل میکنه تا هر از چند گاهی به خط اصلی داستان تشنه کنه ، داستانی بسیار سنگین که گاهی از حوصله مخاطب خارج میشه و گاهی وارد میشه!,1
درزندگی زخمهایی است که درانزوا روح را اهسته میخورند ومیتراشند،این زخمهارا نمیشود به کسی اظهار کرد,5
آقا این عالیه,5
اگر روان تر نوشته میشد دلنشین تر هم میشد گرچه هنوز هم این شاهکار ص.هدایت یکی از بهترین ها در نوع خودش هم هست و در هر جمله اش فلسفه ای نهفته است من میترسم که فردا بمیرم و هنوز خودم را نشناخته باشم,4
مگه سانسور شده؟!!!! فقط سیبیل های صادق رو عشقه!,4
یه توصیف بی نظیر که از یه ذهن و تخیل قوی نشعت میگیره,5
عمیق غمگین و نیاز به فکر کردن داره اگه صرفا میخواین بخونینو رد بشین پیشنهادش نمیکنم چون برا فهمیدنش باید چند بارخونده بشه.,5
توصیفاتش خوبه ولی خیلی تلخه,2
عاشق قلم صادق هدایت شدم واقعا چنین ادبیات گیرایی باعث افتخار داستان نویسی فارسی است,5
من در کل این کتاب رو پسندیدم و از خوندنش پشیمون نشدم. اگه اهل خوندن رمان‌های جذاب و عامه‌پسند و شلوغ هستید این کتاب مناسب شما نیست. ممکنه برا بعضیا کسل‌کننده باشه، برا منم بعضی جاها حوصله‌سربر شد اما من هدف بزرگتری رو دنبال میکردم. هدفم لذت از یه داستان جذاب نبود، هدفم خوندن بزرگترین اثر یکی از بزرگترین نویسندگان معاصر و لذت از توصیفات متفاوت کتاب بود. اینکه اینطور سیاه به همه چیز نگاه کرده بود برام لذت‌بخش بود. جذابیت این کتاب بیشتر ادبیه و بیشتر هم مخاطبان خاص لذت می‌برند. همین الانم خیلی از جزئیات داستان کتاب برام مبهم هستند و خیلی یادم نمیاد اما جملات خاص و تکراری و جالب و متفاوت صادق هدایت سفت و سخت تو ذهنم موندگار شدند. خلاصه اینکه پسندیدم و از خوندنش پشمیون نیستم,4
ãliye,5
شاهکار,5
این کتاب واقعا شاهکار ادبیه توش احساسات خیلی از ما گنجانده شده این کتاب مناسب کسایی ایه که مثل من پیچیده شده اند در روزمرگینگی,5
کتاب خوبیه,5
معرکه,5
بالاخره بخونیم یا نخونیم؟ :\,3
